x_um,electric_field_magnitude_v_per_cm
-0.49676156044,121499.801759
-0.487500011921,115633.463947
-0.476449042559,109884.607567
-0.46718749404,105072.406136
-0.45613655448,100338.889837
-0.44687500596,96350.622938
-0.435824036598,92418.5919823
-0.426562488079,89088.5817656
-0.415511548519,85798.8622713
-0.40625,82990.2802083
-0.39519906044,80228.219149
-0.385937511921,77848.4543561
-0.374886542559,75532.4592051
-0.36562499404,73529.7289721
-0.35457405448,71595.824919
-0.34531250596,69959.7235707
-0.334261536598,68315.114279
-0.324999988079,66904.2230272
-0.313949048519,65496.8536613
-0.3046875,64249.5196029
-0.29363656044,63213.5534554
-0.284375011921,61924.4993266
-0.262273102999,59587.1298786
-0.24375000596,57960.2389314
-0.212386548519,56847.7794396
-0.203125,56399.9292694
-0.171761542559,55288.55562
-0.16249999404,54978.3916955
-0.131136551499,54878.3916919
-0.12187500298,54881.2422573
-0.104986988008,13369.3913679
-0.10000000149,2.35295316052e-16
-0.10000000149,2.35295316052e-16
-0.085524559021,1.92350114513e-16
-0.0812499970198,1.7966852752e-16
-0.0498865433037,1.2239105893e-16
-0.0406249985099,1.05477187225e-16
-0.00926154572517,2.40463125013e-17
0,9.76694877588e-23
0.031363453716,8.14308777133e-17
0.0406249985099,1.05477193707e-16
0.0719884485006,1.62754632247e-16
0.0812499970198,1.79668514084e-16
0.0957254394889,2.22613691602e-16
0.10000000149,2.3529530518e-16
0.10000000149,2.3529530518e-16
0.116888016462,40588.3637403
0.12187500298,53694.0235148
0.15323844552,54564.2274234
0.16249999404,54898.9714204
0.193863451481,55917.0835623
0.203125,56325.3050922
0.234488457441,57868.4727258
0.24375000596,58483.655475
0.275113463402,61060.5730259
0.284375011921,61955.840038
0.31573843956,65556.7552016
0.324999988079,66782.8218114
0.340681731701,69885.1937718
0.35457405448,71740.2942084
0.36562499404,72927.8280025
0.376675963402,75293.8058002
0.385937511921,77776.0051492
0.396988451481,80484.9782713
0.40625,82823.1085586
0.41730093956,86088.6397091
0.426562488079,88946.9705165
0.437613457441,92872.8647299
0.44687500596,96273.6153478
0.45792594552,101006.69195
0.46718749404,105059.241814
0.478238463402,110808.596138
0.487500011921,115675.61115
0.498550951481,122718.295863
0.5078125,128621.301046
0.51886343956,137311.459898
0.528124988079,144567.988474
0.539175927639,155633.076413
0.548437476158,164843.526048
0.559488475323,178837.24172
0.568750023842,190861.174411
0.579800963402,206427.390583
0.589062511921,223066.930803
0.594587981701,240905.392924
0.60384953022,261749.108603
0.609375,272379.138881
0.61490046978,294794.978457
0.628792762756,341574.824761
0.629687488079,344544.717981
0.630582213402,348492.341078
0.639843761921,407339.13036
0.640738487244,411986.29
0.649999976158,473060.656416
0.650894701481,479242.777885
0.66015625,546249.624623
0.668725669384,46342.6615587
0.669620394707,52700.7430714
0.670190393925,35620.0971849
0.671380341053,0.537939062906
0.671380341053,0.537939062906
0.671998441219,0.537278074665
0.676997959614,0.541360826973
0.682304263115,0.56015483988
0.690625011921,0.618666570232
0.69439971447,0.605571539186
0.698401391506,0.632009461239
0.700781226158,0.65312330234
0.707388997078,0.664844323648
0.7109375,0.684356471898
0.71333104372,0.676937250359
0.718843102455,0.717639297493
0.721093773842,0.738718993422
0.729001224041,0.759444332848
0.729441106319,0.666097725087
0.729441106319,0.666097725087
0.731301128864,62790.1091748
0.732196092606,106045.212167
0.733002364635,144969.551916
0.734655618668,145337.262164
0.741406261921,903715.399874
0.74185359478,903601.246167
0.751115143299,904981.267588
0.751562476158,904990.944055
0.752009809017,905241.890075
0.753351807594,906316.023063
0.76171875,914896.935857
0.762613415718,916280.738407
0.766796886921,922681.76565
0.767691552639,924062.687463
0.771875023842,930800.488133
0.77276968956,932232.793212
0.776953101158,938586.04925
0.777847766876,939949.942539
0.782031238079,946501.508373
0.782925903797,947751.676403
0.787109375,953683.963606
0.788004040718,954767.673862
0.792187511921,959764.623563
0.793082177639,960589.049994
0.797265648842,963934.481331
0.79816031456,964400.21299
0.802343726158,965682.805052
0.803238391876,965844.432912
0.807421863079,965237.489144
0.808316528797,965313.113274
0.8125,963374.085825
0.813394665718,963760.133988
0.817578136921,959550.045491
0.817859888077,809674.826274
0.819339990616,681900.837845
0.822656273842,674577.550344
0.824999988079,127327.589545
0.824999988079,127327.589545
0.824999988079,127327.589545
0.826245129108,128502.578703
0.826245129108,128502.578703
0.827734351158,109640.270395
0.827734351158,109640.270395
0.832812488079,59029.2509944
0.832812488079,59029.2509944
0.837890625,36334.7533009
0.837890625,36334.7533009
0.842968761921,25104.2527419
0.842968761921,25104.2527419
0.853124976158,17069.6026613
0.853124976158,17069.6026613
0.86328125,11345.4663372
0.86328125,11345.4663372
0.873437523842,8684.85596307
0.873437523842,8684.85596307
0.893750011921,8744.94687737
0.893750011921,8744.94687737
0.9140625,14741.7477333
0.9140625,14741.7477333
0.934374988079,20934.2543111
0.934374988079,20934.2543111
0.954687476158,28840.9243344
0.954687476158,28840.9243344
0.975000023842,36565.1130015
0.975000023842,36565.1130015
1.015625,45800.3171597
1.015625,45800.3171597
1.05624997616,52854.4077142
1.05624997616,52854.4077142
1.13750004768,59492.6305738
1.13750004768,59492.6305738
1.21875,61730.866554
1.21875,61730.866554
1.29999995232,62416.3428641
1.29999995232,62416.3428641
