x_um,electric_field_magnitude_v_per_cm
0.498550951481,123261.303361
0.5078125,129192.268548
0.51886343956,137923.401442
0.528124988079,145208.691742
0.539175927639,156317.297113
0.548437476158,165559.108662
0.559488475323,179598.520308
0.568750023842,191658.971403
0.579800963402,207264.472921
0.589062511921,223950.141617
0.594587981701,241839.373367
0.60384953022,262743.874502
0.609375,273404.857423
0.61490046978,295880.635721
0.628792762756,342786.357109
0.629687488079,345763.209291
0.630582213402,349719.882403
0.639843761921,408714.241211
0.640738487244,413370.589911
0.649999976158,474587.770553
0.650894701481,480780.153158
0.66015625,547919.368124
0.668725669384,46481.3778112
0.669620394707,52846.6836471
0.670190393925,35718.7370158
0.671380341053,0.537939062906
0.671380341053,0.537939062906
0.671998441219,0.537278074665
0.676997959614,0.541360826973
0.682304263115,0.56015483988
0.690625011921,0.618666570232
0.69439971447,0.605571539186
0.698401391506,0.632009461239
0.700781226158,0.65312330234
0.707388997078,0.664844323648
0.7109375,0.684356471898
0.71333104372,0.676937250359
0.718843102455,0.717639297493
0.721093773842,0.738718993422
0.729001224041,0.759444332848
0.729441106319,0.666097725087
0.729441106319,0.666097725087
0.731301128864,62877.7808474
0.732196092606,106193.279849
0.733002364635,145171.968892
0.734655618668,145525.562558
0.741406261921,904865.29081
0.74185359478,904746.469477
0.751115143299,906060.609589
0.751562476158,906066.433021
0.752009809017,906315.833196
0.753351807594,907384.558179
0.76171875,915930.088442
0.762613415718,917308.17735
0.766796886921,923689.130389
0.767691552639,925066.177394
0.771875023842,931782.143866
0.77276968956,933210.597089
0.776953101158,939552.384655
0.777847766876,940912.5866
0.782031238079,947450.795151
0.782925903797,948696.587812
0.787109375,954615.278481
0.788004040718,955692.090855
0.792187511921,960677.240743
0.793082177639,961498.834035
0.797265648842,964849.246958
0.79816031456,965338.408069
0.802343726158,966664.961561
0.803238391876,966889.705043
0.807421863079,966318.469047
0.808316528797,966391.312382
0.8125,964243.965942
0.813394665718,964351.107893
0.817578136921,959857.959885
0.817859888077,810985.531772
0.819339990616,683829.606591
0.822656273842,676941.46885
0.824999988079,132128.917373
0.824999988079,132128.917373
0.824999988079,132128.917373
0.826245129108,131195.237491
0.826245129108,131195.237491
0.827734351158,111526.647416
0.827734351158,111526.647416
0.832812488079,61815.3496594
0.832812488079,61815.3496594
0.837890625,39512.5143423
0.837890625,39512.5143423
0.842968761921,28544.0464126
0.842968761921,28544.0464126
0.853124976158,20882.7614484
0.853124976158,20882.7614484
0.86328125,15653.2187595
0.86328125,15653.2187595
0.873437523842,13810.9402967
0.873437523842,13810.9402967
0.893750011921,13183.6722263
0.893750011921,13183.6722263
0.9140625,17375.0319161
0.9140625,17375.0319161
0.934374988079,22482.1376418
0.934374988079,22482.1376418
0.954687476158,28539.4666629
0.954687476158,28539.4666629
0.975000023842,33905.274473
0.975000023842,33905.274473
1.015625,40844.3690554
1.015625,40844.3690554
1.05624997616,46040.6393024
1.05624997616,46040.6393024
1.13750004768,50742.9952447
1.13750004768,50742.9952447
1.21875,51979.5183415
1.21875,51979.5183415
1.29999995232,52365.1287349
1.29999995232,52365.1287349
