x_um,electric_field_magnitude_v_per_cm
-0.45613655448,100278.355105
-0.44687500596,96294.2335698
-0.435824036598,92367.8673198
-0.426562488079,89042.1074099
-0.415511548519,85758.0931606
-0.40625,82953.8566368
-0.39519906044,80197.4788917
-0.385937511921,77822.0904764
-0.374886542559,75511.6750894
-0.36562499404,73513.2684301
-0.35457405448,71584.7543645
-0.34531250596,69952.765315
-0.334261536598,68313.3662829
-0.324999988079,66906.5808027
-0.313949048519,65504.1331648
-0.3046875,64260.6813024
-0.29363656044,63229.4968689
-0.284375011921,61945.3008653
-0.262273102999,59616.1258315
-0.24375000596,57994.569561
-0.212386548519,56889.6496379
-0.203125,56443.8812681
-0.171761542559,55338.2925926
-0.16249999404,55029.5148087
-0.131136551499,54931.6067763
-0.12187500298,54934.8137771
-0.104986988008,13380.1083132
-0.10000000149,2.35295316052e-16
-0.10000000149,2.35295316052e-16
-0.085524559021,1.92350114513e-16
-0.0812499970198,1.7966852752e-16
-0.0498865433037,1.2239105893e-16
-0.0406249985099,1.05477187225e-16
-0.00926154572517,2.40463125013e-17
0,9.76694877588e-23
0.031363453716,8.14308777133e-17
0.0406249985099,1.05477193707e-16
0.0719884485006,1.62754632247e-16
0.0812499970198,1.79668514084e-16
0.0957254394889,2.22613691602e-16
0.10000000149,2.3529530518e-16
0.10000000149,2.3529530518e-16
0.116888016462,40632.9551852
0.12187500298,53749.7927255
0.15323844552,54616.6332194
0.16249999404,54950.2148307
0.193863451481,55962.7259216
0.203125,56369.1787525
0.234488457441,57904.2257302
0.24375000596,58516.9700376
0.275113463402,61083.1245823
0.284375011921,61975.3530903
0.31573843956,65565.688598
0.324999988079,66788.4468303
0.340681731701,69880.8822233
0.35457405448,71730.8483663
0.36562499404,72912.3464242
0.376675963402,75272.7718831
0.385937511921,77749.3455926
0.396988451481,80452.5244967
0.40625,82786.519076
0.41730093956,86046.1952109
0.426562488079,88900.3001211
0.437613457441,92820.3475971
0.44687500596,96216.9311393
0.45792594552,100944.225733
0.46718749404,104992.716467
0.478238463402,110736.374554
0.487500011921,115599.440116
0.498550951481,122636.504745
0.5078125,128535.640318
0.51886343956,137220.201385
0.528124988079,144472.873718
0.539175927639,155532.241675
0.548437476158,164738.640238
0.559488475323,178726.674224
0.568750023842,190746.073006
0.579800963402,206307.924448
0.589062511921,222941.982372
0.594587981701,240774.656339
0.60384953022,261611.166089
0.609375,272237.94369
0.61490046978,294647.464548
0.628792762756,341414.124143
0.629687488079,344383.46132
0.630582213402,348330.35948
0.639843761921,407163.391845
0.640738487244,411810.030008
0.649999976158,472872.612634
0.650894701481,479054.488327
0.66015625,546054.376702
0.668725669384,46326.8117988
0.669620394707,52685.3797299
0.670190393925,35609.7123716
0.671380341053,0.535217713501
0.671380341053,0.535217713501
0.671998441219,0.534559700163
0.676997959614,0.538618513199
0.682304263115,0.557315461112
0.690625011921,0.615529703898
0.69439971447,0.602499256103
0.698401391506,0.628798141577
0.700781226158,0.649803629419
0.707388997078,0.661462304339
0.7109375,0.680871662639
0.71333104372,0.673488827624
0.718843102455,0.713979805036
0.721093773842,0.734949665468
0.729001224041,0.755564543588
0.729441106319,0.662693401839
0.729441106319,0.662693401839
0.731301128864,62791.3740341
0.732196092606,106047.349844
0.733002364635,144972.475814
0.734655618668,145343.531987
0.741406261921,903759.134311
0.74185359478,903646.002561
0.751115143299,905041.424441
0.751562476158,905051.978516
0.752009809017,905303.359343
0.753351807594,906379.09793
0.76171875,914970.919168
0.762613415718,916356.53048
0.766796886921,922764.362885
0.767691552639,924146.710089
0.771875023842,930892.00152
0.77276968956,932325.770707
0.776953101158,938683.910827
0.777847766876,940049.191549
0.782031238079,946606.10141
0.782925903797,947857.798959
0.787109375,953795.134419
0.788004040718,954881.072976
0.792187511921,959881.951882
0.793082177639,960707.178458
0.797265648842,964050.226774
0.79816031456,964508.134513
0.802343726158,965774.384487
0.803238391876,965914.478601
0.807421863079,965291.48258
0.808316528797,965365.522167
0.8125,963489.554258
0.813394665718,963968.289656
0.817578136921,959847.968126
0.817859888077,809590.632214
0.819339990616,681430.204306
0.822656273842,673960.781696
0.824999988079,125691.778698
0.824999988079,125691.778698
0.824999988079,125691.778698
0.826245129108,127653.900913
0.826245129108,127653.900913
0.827734351158,109235.80511
0.827734351158,109235.80511
0.832812488079,58747.4504276
0.832812488079,58747.4504276
0.837890625,36158.7419749
0.837890625,36158.7419749
0.842968761921,25002.4424491
0.842968761921,25002.4424491
0.853124976158,17014.5482167
0.853124976158,17014.5482167
0.86328125,11314.7006488
0.86328125,11314.7006488
0.873437523842,8671.11888334
0.873437523842,8671.11888334
0.893750011921,8742.83519553
0.893750011921,8742.83519553
0.9140625,14750.042024
0.9140625,14750.042024
0.934374988079,20966.2952865
0.934374988079,20966.2952865
0.954687476158,28898.3769922
0.954687476158,28898.3769922
0.975000023842,36646.9438228
0.975000023842,36646.9438228
1.015625,45914.0679016
1.015625,45914.0679016
1.05624997616,52929.8615018
1.05624997616,52929.8615018
1.13750004768,59295.9792048
1.13750004768,59295.9792048
1.21875,61594.1345337
1.21875,61594.1345337
1.29999995232,62364.6390678
1.29999995232,62364.6390678
